iter,acc,bacc
1,0.8011734028683182,0.7063111869747087
2,0.7858539765319427,0.6562979156467668
3,0.7975880052151239,0.6459855584030946
4,0.7946544980443285,0.6669299883721486
5,0.8119295958279009,0.6889917841776197
6,0.7855280312907431,0.6718352509912334
7,0.8142112125162972,0.6998878337063397
8,0.7995436766623207,0.6851427313016387
9,0.7940026075619296,0.6673599812196256
10,0.8001955671447197,0.6938691246989499
